FECHA;DEMANDA_GBA;TEMP_APARENTE_AVG;TIPO_DIA
2021-01-01;116060;25.73;F
2021-01-02;143622;27.6;SA
2021-01-03;142036;26.22;D
2021-01-04;159585;26.35;H
2021-01-05;160567;27.89;H
2021-01-06;135331;23.91;H
2021-01-07;142220;25.58;H
2021-01-08;153265;25.88;H
2021-01-09;131715;24.66;SA
2021-01-10;140509;27.8;D
2021-01-11;133311;22.71;H
2021-01-12;121947;18.37;H
2021-01-13;126011;20.54;H
2021-01-14;131681;21.01;H
2021-01-15;129689;21.73;H
2021-01-16;124336;26.13;SA
2021-01-17;103307;19.14;D
2021-01-18;131389;23.45;H
2021-01-19;154056;26.65;H
2021-01-20;167442;27.84;H
2021-01-21;168315;27.19;H
2021-01-22;170625;27.65;H
2021-01-23;168404;30.48;SA
2021-01-24;168319;31.7;D
2021-01-25;197975;31.74;H
2021-01-26;195612;31.5;H
2021-01-27;177790;28.13;H
2021-01-28;151859;25.43;H
2021-01-29;146135;25.97;H
2021-01-30;119486;20.4;SA
2021-01-31;99236;16.69;D
2021-02-01;118898;22.21;H
2021-02-02;123450;23.13;H
2021-02-03;125668;23.53;H
2021-02-04;127018;22.34;H
2021-02-05;129223;21.85;H
2021-02-06;129210;24.78;SA
2021-02-07;135840;28.01;D
2021-02-08;134558;22.58;H
2021-02-09;124766;20.52;H
2021-02-10;126583;22.66;H
2021-02-11;131139;24.3;H
2021-02-12;136247;25.87;H
2021-02-13;126300;25.68;SA
2021-02-14;117674;26.09;D
2021-02-15;114960;23.36;F
2021-02-16;107303;20.69;F
2021-02-17;124234;22.85;H
2021-02-18;143002;26.65;H
2021-02-19;142720;24.53;H
2021-02-20;115977;19.03;SA
2021-02-21;120351;25.09;D
2021-02-22;141217;25.47;H
2021-02-23;140338;24.66;H
2021-02-24;143977;25.14;H
2021-02-25;155820;26.47;H
2021-02-26;162530;28.28;H
2021-02-27;146264;26.25;SA
2021-02-28;138373;25.79;D
2021-03-01;161942;27.64;H
2021-03-02;169465;28.93;H
2021-03-03;169098;28.32;H
2021-03-04;166838;28.35;H
2021-03-05;140683;21.35;H
2021-03-06;118902;20.58;SA
2021-03-07;118068;24.6;D
2021-03-08;151532;27.58;H
2021-03-09;136570;20.81;H
2021-03-10;146032;25.53;H
2021-03-11;151933;26.73;H
2021-03-12;151693;25.76;H
2021-03-13;129079;23.68;SA
2021-03-14;121024;24.5;D
2021-03-15;141095;24.96;H
2021-03-16;134732;23.85;H
2021-03-17;123101;17.2;H
2021-03-18;118808;14.33;H
2021-03-19;119958;17.39;H
2021-03-20;110052;20.26;SA
2021-03-21;101213;20.01;D
2021-03-22;118092;19.84;H
2021-03-23;123624;21.72;H
2021-03-24;116859;24.75;F
2021-03-25;126362;22.73;H
2021-03-26;125529;23.74;H
2021-03-27;112722;22.4;SA
2021-03-28;103843;22.24;D
2021-03-29;120869;20.56;H
2021-03-30;122336;19.32;H
2021-03-31;122236;19.72;H
2021-04-01;116973;20.91;SA
2021-04-02;104789;21.53;F
2021-04-03;105799;22.25;SA
2021-04-04;102385;23.45;D
2021-04-05;130124;26.08;H
2021-04-06;139677;26.81;H
2021-04-07;144984;26.93;H
2021-04-08;137832;25.13;H
2021-04-09;129820;24.71;H
2021-04-10;115593;23.39;SA
2021-04-11;104105;18.43;D
2021-04-12;120094;18.25;H
2021-04-13;122543;18.98;H
2021-04-14;122918;19.1;H
2021-04-15;124825;22.4;H
2021-04-16;123516;22.28;H
2021-04-17;112515;22.68;SA
2021-04-18;103345;20.68;D
2021-04-19;119806;21.05;H
2021-04-20;123269;21.11;H
2021-04-21;123447;20.25;H
2021-04-22;123337;21.51;H
2021-04-23;123984;22.07;H
2021-04-24;109188;18.12;SA
2021-04-25;102385;15.32;D
2021-04-26;120629;16.06;H
2021-04-27;123999;16.04;H
2021-04-28;124270;17.6;H
2021-04-29;123339;18.5;H
2021-04-30;121489;18.43;H
2021-05-01;102609;20.04;F
2021-05-02;101263;21.72;D
2021-05-03;120399;22.04;H
2021-05-04;128366;11.6;H
2021-05-05;140214;8.89;H
2021-05-06;148638;9.38;H
2021-05-07;148881;10.05;H
2021-05-08;132196;13.85;SA
2021-05-09;124660;14.93;D
2021-05-10;144894;12.79;H
2021-05-11;156904;9.27;H
2021-05-12;157939;10.46;H
2021-05-13;154741;11.9;H
2021-05-14;150785;12.16;H
2021-05-15;139486;11.68;SA
2021-05-16;134192;12.21;D
2021-05-17;154580;11.24;H
2021-05-18;159621;10.75;H
2021-05-19;159840;11.62;H
2021-05-20;153874;13.75;H
2021-05-21;159685;12.09;H
2021-05-22;151371;12.43;SA
2021-05-23;148229;8.82;D
2021-05-24;147305;10.53;F
2021-05-25;141604;11.41;F
2021-05-26;156815;10.17;H
2021-05-27;146288;15.29;H
2021-05-28;140825;14.6;H
2021-05-29;147361;8.41;SA
2021-05-30;150003;7.89;D
2021-05-31;159314;12.84;H
2021-06-01;153327;14.33;H
2021-06-02;155912;11.55;H
2021-06-03;160202;11.62;H
2021-06-04;148701;17.23;H
2021-06-05;139675;12.51;SA
2021-06-06;146307;8.3;D
2021-06-07;165920;11.24;H
2021-06-08;155629;14.54;H
2021-06-09;148819;16.99;H
2021-06-10;145876;14.54;H
2021-06-11;163936;8.7;H
2021-06-12;138745;14.69;SA
2021-06-13;121979;15.71;D
2021-06-14;151019;12.45;H
2021-06-15;177025;5.9;H
2021-06-16;193170;4.36;H
2021-06-17;195322;4.25;H
2021-06-18;198296;3.7;H
2021-06-19;179585;4.97;SA
2021-06-20;164184;6.25;F
2021-06-21;173833;8.82;F
2021-06-22;171858;11.83;H
2021-06-23;173007;12.85;H
2021-06-24;167124;12.49;H
2021-06-25;167043;10.34;H
2021-06-26;167811;7.88;SA
2021-06-27;181405;3.2;D
2021-06-28;211022;3.79;H
2021-06-29;212139;4.78;H
2021-06-30;208289;4.68;H
2021-07-01;205020;6.6;H
2021-07-02;189321;8.78;H
2021-07-03;170983;7.76;SA
2021-07-04;158131;8.18;D
2021-07-05;178578;9.06;H
2021-07-06;184077;10.18;H
2021-07-07;166665;15.01;H
2021-07-08;153184;15;H
2021-07-09;124868;18.18;F
2021-07-10;123718;13.2;SA
2021-07-11;140203;8.6;D
2021-07-12;156274;15.37;H
2021-07-13;162807;11.69;H
2021-07-14;183083;9.01;H
2021-07-15;173128;10.79;H
2021-07-16;175026;8.47;H
2021-07-17;169449;6.23;SA
2021-07-18;173482;3.21;D
2021-07-19;192145;5.22;H
2021-07-20;185378;7.66;H
2021-07-21;174627;10.11;H
2021-07-22;164990;11.9;H
2021-07-23;148037;16.05;H
2021-07-24;135733;13.25;SA
2021-07-25;133412;13.92;D
2021-07-26;161192;9.38;H
2021-07-27;190211;2.43;H
2021-07-28;200866;2.98;H
2021-07-29;194778;5.21;H
2021-07-30;184412;6.71;H
2021-07-31;159992;8.78;SA
2021-08-01;151481;8.63;D
2021-08-02;172134;8.31;H
2021-08-03;171566;10.42;H
2021-08-04;169681;9.94;H
2021-08-05;178389;10.07;H
2021-08-06;155148;15;H
2021-08-07;124343;19.07;SA
2021-08-08;138388;9.5;D
2021-08-09;192438;4.56;H
2021-08-10;196738;3.46;H
2021-08-11;191247;6.18;H
2021-08-12;189259;5.91;H
2021-08-13;184285;7.95;H
2021-08-14;157437;10.32;SA
2021-08-15;145690;9.57;D
2021-08-16;142654;12.39;F
2021-08-17;146016;14.76;H
2021-08-18;144401;14.53;H
2021-08-19;149335;12.98;H
2021-08-20;144215;11.97;H
2021-08-21;140407;10.52;SA
2021-08-22;123255;13.97;D
2021-08-23;154674;8.53;H
2021-08-24;161773;8.66;H
2021-08-25;159848;9.78;H
2021-08-26;154984;11.24;H
2021-08-27;152176;10.14;H
2021-08-28;135823;12.74;SA
2021-08-29;120756;13.49;D
2021-08-30;130748;17.29;H
2021-08-31;126000;22.07;H
2021-09-01;128754;17.26;H
2021-09-02;144350;14.02;H
2021-09-03;142160;13.2;H
2021-09-04;135034;12.93;SA
2021-09-05;125124;12.31;D
2021-09-06;145504;12.08;H
2021-09-07;153692;13.24;H
2021-09-08;156796;15.43;H
2021-09-09;160017;10.97;H
2021-09-10;160517;12.1;H
2021-09-11;133602;13.42;SA
2021-09-12;115329;15.85;D
2021-09-13;135304;14.28;H
2021-09-14;141885;10.57;H
2021-09-15;142080;12.06;H
2021-09-16;131817;15.3;H
2021-09-17;125293;15.52;H
2021-09-18;112844;17.99;SA
2021-09-19;106376;16.32;D
2021-09-20;127726;13.07;H
2021-09-21;139169;8.93;H
2021-09-22;149134;11.61;H
2021-09-23;139823;14.69;H
2021-09-24;132820;13;H
2021-09-25;118252;15.73;SA
2021-09-26;105415;19.43;D
2021-09-27;131165;13.35;H
2021-09-28;144695;11.48;H
2021-09-29;134493;16.4;H
2021-09-30;137461;15.5;H
2021-10-01;129693;16.33;H
2021-10-02;119997;13.58;SA
2021-10-03;116823;8.69;D
2021-10-04;132089;12.97;H
2021-10-05;127871;15.19;H
2021-10-06;130895;10.15;H
2021-10-07;134955;9.16;H
2021-10-08;122879;11.37;F
2021-10-09;113866;13.95;SA
2021-10-10;104857;15.98;D
2021-10-11;108850;17.75;F
2021-10-12;123900;16.95;H
2021-10-13;127482;17.59;H
2021-10-14;128411;15.39;H
2021-10-15;127231;11;H
2021-10-16;115175;12.38;SA
2021-10-17;101831;15.93;D
2021-10-18;120177;16.14;H
2021-10-19;124196;16.24;H
2021-10-20;124717;18.73;H
2021-10-21;125426;21.28;H
2021-10-22;124242;18.1;H
2021-10-23;112085;17.01;SA
2021-10-24;103010;16.68;D
2021-10-25;124005;20.55;H
2021-10-26;141173;27;H
2021-10-27;158812;27.98;H
2021-10-28;170401;28.43;H
2021-10-29;159546;25.54;H
2021-10-30;148590;25.81;SA
2021-10-31;111824;18.69;D
2021-11-01;121203;15.94;H
2021-11-02;125861;20.69;H
2021-11-03;129822;23.55;H
2021-11-04;136511;24.33;H
2021-11-05;123770;14.6;H
2021-11-06;110656;13.13;SA
2021-11-07;102630;18.39;D
2021-11-08;127931;22.03;H
2021-11-09;129071;19.03;H
2021-11-10;126411;18.85;H
2021-11-11;127197;19.56;H
2021-11-12;125845;16.82;H
2021-11-13;117442;20.72;SA
2021-11-14;107880;22.2;D
2021-11-15;140582;24.29;H
2021-11-16;127965;16.49;H
2021-11-17;121564;13.2;H
2021-11-18;124788;17.35;H
2021-11-19;133443;23.04;H
2021-11-20;127896;25.38;F
2021-11-21;138460;28.41;D
2021-11-22;148076;27.23;F
2021-11-23;131178;17.25;H
2021-11-24;150439;23.99;H
2021-11-25;141657;22.47;H
2021-11-26;140086;22.72;H
2021-11-27;129355;23.56;SA
2021-11-28;111690;21.78;D
2021-11-29;124473;20.28;H
2021-11-30;128555;20.42;H
2021-12-01;126619;19.05;H
2021-12-02;131274;21.03;H
2021-12-03;130718;21.75;H
2021-12-04;118961;22.7;SA
2021-12-05;110128;21.65;D
2021-12-06;133418;23.06;H
2021-12-07;142960;24.5;H
2021-12-08;129312;22.78;F
2021-12-09;143667;22.61;H
2021-12-10;139945;23.14;H
2021-12-11;135220;25.3;SA
2021-12-12;132348;26.91;D
2021-12-13;147608;24.03;H
2021-12-14;144746;21.82;H
2021-12-15;142822;24.27;H
2021-12-16;140033;20.77;H
2021-12-17;143009;23.43;H
2021-12-18;135778;23.18;SA
2021-12-19;136501;26.13;D
2021-12-20;167987;27.09;H
2021-12-21;144025;26.16;H
2021-12-22;166335;26.53;H
2021-12-23;166621;26.64;H
2021-12-24;155839;27.68;SA
2021-12-25;138417;27.19;F
2021-12-26;147565;27.93;D
2021-12-27;173408;27.72;H
2021-12-28;177004;29.34;H
2021-12-29;197422;30.58;H
2021-12-30;192247;30.35;H
2021-12-31;166954;29.57;SA
2022-01-01;125825;26.1;F
2022-01-02;135329;28.38;D
2022-01-03;188699;31.5;H
2022-01-04;175436;27.61;H
2022-01-05;134005;18.02;H
2022-01-06;134560;22.12;H
2022-01-07;141137;24.56;H
2022-01-08;133995;25.02;SA
2022-01-09;133191;25.73;D
2022-01-10;178712;29.86;H
2022-01-11;189905;33.75;H
2022-01-12;181760;26.95;H
2022-01-13;187778;29.28;H
2022-01-14;205483;33.34;H
2022-01-15;203086;35.32;SA
2022-01-16;163096;30.38;D
2022-01-17;152817;25.76;H
2022-01-18;139057;25.28;H
2022-01-19;139848;26.28;H
2022-01-20;153497;29.12;H
2022-01-21;161943;29.56;H
2022-01-22;135947;27.21;SA
2022-01-23;118401;26.75;D
2022-01-24;156035;29.58;H
2022-01-25;174122;31.89;H
2022-01-26;154607;26.14;H
2022-01-27;121979;17.33;H
2022-01-28;124414;20.03;H
2022-01-29;124955;24.87;SA
2022-01-30;128067;26.23;D
2022-01-31;138465;21.62;H
2022-02-01;140930;22.35;H
2022-02-02;165837;27.85;H
2022-02-03;152116;25.96;H
2022-02-04;148667;26.29;H
2022-02-05;118901;21.03;SA
2022-02-06;102349;17.24;D
2022-02-07;119900;19.53;H
2022-02-08;126878;20.82;H
2022-02-09;135669;23.62;H
2022-02-10;148609;25.56;H
2022-02-11;144528;23.21;H
2022-02-12;109055;15.95;SA
2022-02-13;102124;18.31;D
2022-02-14;133993;24.2;H
2022-02-15;156957;26.65;H
2022-02-16;178133;29.48;H
2022-02-17;144069;20.12;H
2022-02-18;134257;21.5;H
2022-02-19;134466;25.97;SA
2022-02-20;113690;22.18;D
2022-02-21;128979;22.87;H
2022-02-22;135158;23.4;H
2022-02-23;140334;23.6;H
2022-02-24;134563;23.55;H
2022-02-25;135893;23.93;H
2022-02-26;128914;27.15;SA
2022-02-27;114817;25.9;D
2022-02-28;113747;24.19;F
2022-03-01;110221;20.51;F
2022-03-02;136975;24.45;H
2022-03-03;142177;23.79;H
2022-03-04;145521;27.15;H
2022-03-05;133607;27.34;SA
2022-03-06;123915;26.27;D
2022-03-07;133058;21.87;H
2022-03-08;135301;21.65;H
2022-03-09;130553;20.95;H
2022-03-10;127755;20.42;H
2022-03-11;124134;18.87;H
2022-03-12;112999;18.4;SA
2022-03-13;105547;20.15;D
2022-03-14;129846;21.96;H
2022-03-15;143271;25.53;H
2022-03-16;149688;25.15;H
2022-03-17;160090;28.45;H
2022-03-18;130028;15.37;H
2022-03-19;111855;13.56;SA
2022-03-20;104592;14.84;D
2022-03-21;122777;17.38;H
2022-03-22;127719;22.25;H
2022-03-23;134437;23.24;H
2022-03-24;117660;14;F
2022-03-25;130295;14.6;H
2022-03-26;116796;19.25;SA
2022-03-27;108140;21.39;D
2022-03-28;128465;22.15;H
2022-03-29;132303;21.86;H
2022-03-30;131423;9.4;H
2022-03-31;136022;11.6;H
2022-04-01;133317;13.6;H
2022-04-02;115470;16.35;F
2022-04-03;107613;19.48;D
2022-04-04;126243;13.78;H
2022-04-05;131072;15.75;H
2022-04-06;131320;20.93;H
2022-04-07;131442;22.93;H
2022-04-08;130218;22.33;H
2022-04-09;117483;22.22;SA
2022-04-10;111565;23.38;D
2022-04-11;126461;20.56;H
2022-04-12;127160;15.6;H
2022-04-13;128850;11.65;H
2022-04-14;126792;12.63;SA
2022-04-15;113782;14.72;F
2022-04-16;111341;17.29;SA
2022-04-17;104630;19.31;D
2022-04-18;124066;20.1;H
2022-04-19;128058;21.43;H
2022-04-20;128529;21.21;H
2022-04-21;126522;17.24;H
2022-04-22;132037;13.65;H
2022-04-23;124184;11.89;SA
2022-04-24;110973;16.93;D
2022-04-25;125522;22.21;H
2022-04-26;130257;22.7;H
2022-04-27;124268;17.25;H
2022-04-28;135886;11.07;H
2022-04-29;149678;7.75;H
2022-04-30;144014;10.07;SA
2022-05-01;126967;11.7;F
2022-05-02;154664;10.45;H
2022-05-03;161177;9.9;H
2022-05-04;157552;12.28;H
2022-05-05;148970;14.68;H
2022-05-06;139312;18.39;H
2022-05-07;122017;19.35;SA
2022-05-08;111342;17.83;D
2022-05-09;132696;16.63;H
2022-05-10;138046;16.53;H
2022-05-11;146564;12.21;H
2022-05-12;153989;11.6;H
2022-05-13;149406;14.7;H
2022-05-14;132252;14.33;SA
2022-05-15;136437;9.47;D
2022-05-16;168142;8.8;H
2022-05-17;179616;7.95;H
2022-05-18;156435;9.01;H
2022-05-19;171364;8.85;H
2022-05-20;166992;11.58;H
2022-05-21;142448;14.86;SA
2022-05-22;132687;13.92;D
2022-05-23;147490;15.64;H
2022-05-24;146941;15.87;H
2022-05-25;156663;8.42;F
2022-05-26;179839;8;H
2022-05-27;171953;10.64;H
2022-05-28;162586;9.73;SA
2022-05-29;161945;6.44;D
2022-05-30;197302;3.7;H
2022-05-31;202043;4.03;H
2022-06-01;199982;5.95;H
2022-06-02;198659;5.24;H
2022-06-03;198914;5.37;H
2022-06-04;174315;9.66;SA
2022-06-05;162304;11.05;D
2022-06-06;181203;10.62;H
2022-06-07;187913;9.17;H
2022-06-08;187255;9.47;H
2022-06-09;188259;9.38;H
2022-06-10;203098;3.3;H
2022-06-11;188000;4.39;SA
2022-06-12;169098;7.89;D
2022-06-13;182400;10.2;H
2022-06-14;180917;11.02;H
2022-06-15;175025;12.53;H
2022-06-16;173712;11.89;H
2022-06-17;177239;5.77;F
2022-06-18;176020;5.61;SA
2022-06-19;158067;7.83;D
2022-06-20;167481;8.32;F
2022-06-21;185973;7.49;H
2022-06-22;210272;3.02;H
2022-06-23;209728;5.57;H
2022-06-24;199368;7.63;H
2022-06-25;188170;4.91;SA
2022-06-26;183995;6.48;D
2022-06-27;199390;8.43;H
2022-06-28;194769;9.57;H
2022-06-29;183723;10.09;H
2022-06-30;174323;10.55;H
2022-07-01;191151;7.23;H
2022-07-02;172279;7.86;SA
2022-07-03;170863;6.18;D
2022-07-04;193693;10.2;H
2022-07-05;183333;10.25;H
2022-07-06;190024;10.86;H
2022-07-07;186637;7.27;H
2022-07-08;195329;6.24;H
2022-07-09;160044;13.34;F
2022-07-10;133725;17.43;D
2022-07-11;180444;7.78;H
2022-07-12;195027;5.11;H
2022-07-13;190848;7.34;H
2022-07-14;183613;10.27;H
2022-07-15;189328;9.3;H
2022-07-16;183305;6.14;SA
2022-07-17;172750;5.22;D
2022-07-18;185885;8.33;H
2022-07-19;185706;6.84;H
2022-07-20;171489;12.02;H
2022-07-21;162438;12.4;H
2022-07-22;166470;11.36;H
2022-07-23;151463;14.9;SA
2022-07-24;136061;13.96;D
2022-07-25;162859;14.26;H
2022-07-26;148113;19.27;H
2022-07-27;144271;18.05;H
2022-07-28;157919;8.78;H
2022-07-29;167006;9.63;H
2022-07-30;145252;11.82;SA
2022-07-31;133529;12.9;D
2022-08-01;153412;12.35;H
2022-08-02;160266;11.88;H
2022-08-03;166733;11.21;H
2022-08-04;179587;7.07;H
2022-08-05;174835;8.21;H
2022-08-06;157104;8.49;SA
2022-08-07;150048;8.43;D
2022-08-08;178199;7.75;H
2022-08-09;180373;9.65;H
2022-08-10;176001;9.25;H
2022-08-11;167945;10.89;H
2022-08-12;155726;13.19;H
2022-08-13;128439;16.81;SA
2022-08-14;111523;17.58;D
2022-08-15;121643;12.44;F
2022-08-16;156023;10.1;H
2022-08-17;168896;9.15;H
2022-08-18;183591;4.85;H
2022-08-19;177263;6.85;H
2022-08-20;152611;9.14;SA
2022-08-21;138235;10.67;D
2022-08-22;160996;9.79;H
2022-08-23;157309;13.06;H
2022-08-24;144121;13.68;H
2022-08-25;132532;15.45;H
2022-08-26;127742;19.03;H
2022-08-27;121074;14.2;SA
2022-08-28;142353;5.22;D
2022-08-29;165305;7.55;H
2022-08-30;159532;10.68;H
2022-08-31;144405;13.57;H
2022-09-01;143683;16.9;H
2022-09-02;144763;7.62;F
2022-09-03;136428;10.11;SA
2022-09-04;123174;12.14;D
2022-09-05;135771;14.18;H
2022-09-06;135279;14.37;H
2022-09-07;129214;17.52;H
2022-09-08;130406;16.74;H
2022-09-09;154257;6.23;H
2022-09-10;142043;9.47;SA
2022-09-11;128820;10.3;D
2022-09-12;138999;12.5;H
2022-09-13;140778;13.33;H
2022-09-14;137873;14.12;H
2022-09-15;133976;15.17;H
2022-09-16;130106;16.09;H
2022-09-17;114452;16.7;SA
