FECHA;DEMANDA_GBA;TEMP_APARENTE_AVG;TIPO_DIA
2024-06-04;183113;8.25;H
2024-06-05;169513;13.04;H
2024-06-06;149098;16.16;H
2024-06-07;138316;17.35;H
2024-06-08;120064;21.35;SA
2024-06-09;107129;22.19;D
2024-06-10;127937;14.73;H
2024-06-11;141094;14.48;H
2024-06-12;135927;19.73;H
2024-06-13;126111;24.07;H
2024-06-14;123427;19.37;H
2024-06-15;118371;14.63;SA
2024-06-16;118697;13.12;D
2024-06-17;128158;13.88;F
2024-06-18;137476;16.62;H
2024-06-19;136250;15.25;H
2024-06-20;134318;10.39;F
2024-06-21;130850;16.67;F
2024-06-22;122449;17.48;SA
2024-06-23;130702;9.93;D
2024-06-24;173423;6.08;H
2024-06-25;187203;6.77;H
2024-06-26;186054;7.23;H
2024-06-27;175370;10.34;H
2024-06-28;178837;6.58;H
2024-06-29;182465;2.1;SA
2024-06-30;175113;4.74;D
2024-07-01;179161;9.49;H
2024-07-02;171415;10.89;H
2024-07-03;180816;7.19;H
2024-07-04;191311;5.13;H
2024-07-05;201804;2.74;H
2024-07-06;191305;2.93;SA
2024-07-07;179001;4.61;D
2024-07-08;203869;1.7;H
2024-07-09;196366;0.94;F
2024-07-10;212245;1.95;H
2024-07-11;211497;3.26;H
2024-07-12;203970;4.68;H
2024-07-13;184020;4.55;SA
2024-07-14;175186;4.92;D
2024-07-15;190568;9.19;H
2024-07-16;183411;8.35;H
2024-07-17;188156;10.15;H
2024-07-18;155529;10.76;H
2024-07-19;165090;7.64;H
2024-07-20;171724;5.55;SA
2024-07-21;151703;10.7;D
2024-07-22;165956;11.82;H
2024-07-23;168733;12.1;H
2024-07-24;155993;17.12;H
2024-07-25;149423;13.14;H
2024-07-26;147719;11.62;H
2024-07-27;139277;11.19;SA
2024-07-28;146465;7.6;D
2024-07-29;181886;4.43;H
2024-07-30;188016;6.4;H
2024-07-31;170429;12.43;H
2024-08-01;141091;19.4;H
2024-08-02;125727;23;H
2024-08-03;113961;15.58;SA
2024-08-04;124512;10.82;D
2024-08-05;152112;12.8;H
2024-08-06;146022;17.34;H
2024-08-07;158155;8.6;H
2024-08-08;183752;5.26;H
2024-08-09;186144;4.7;H
2024-08-10;165825;7.37;SA
2024-08-11;148281;8.62;D
2024-08-12;177886;6.16;H
2024-08-13;169525;9.55;H
2024-08-14;157378;11.66;H
2024-08-15;147797;13.2;H
2024-08-16;164133;7.51;H
2024-08-17;145495;10.83;F
2024-08-18;138828;12.65;D
2024-08-19;166131;9.4;H
2024-08-20;186040;5.59;H
2024-08-21;180610;10.3;H
2024-08-22;187171;6.6;H
2024-08-23;183135;5.89;H
2024-08-24;166442;7.1;SA
2024-08-25;161628;5.96;D
2024-08-26;176049;6.45;H
2024-08-27;165222;10.52;H
2024-08-28;156322;11.25;H
2024-08-29;151531;12.56;H
2024-08-30;171095;8.63;H
2024-08-31;169150;7.86;SA
2024-09-01;154225;9.91;D
2024-09-02;159582;11.16;H
2024-09-03;146640;13.79;H
2024-09-04;142639;12.91;H
2024-09-05;146588;9.66;H
2024-09-06;140352;13.4;H
2024-09-07;119695;15.21;SA
2024-09-08;109918;13.75;D
2024-09-09;130851;15.08;H
2024-09-10;133383;16.79;H
2024-09-11;134299;13.22;H
2024-09-12;134703;12.9;H
2024-09-13;131465;14.37;H
2024-09-14;119761;12.07;SA
2024-09-15;114052;11.78;D
2024-09-16;125429;17.59;H
2024-09-17;124577;17.36;H
2024-09-18;124204;20.07;H
2024-09-19;123554;19.92;H
2024-09-20;122498;16.78;H
2024-09-21;110934;17.46;SA
2024-09-22;104054;18.74;D
2024-09-23;121824;14.4;H
2024-09-24;124921;13.38;H
2024-09-25;125245;15.51;H
2024-09-26;125608;12.93;H
2024-09-27;124033;14.28;H
2024-09-28;110394;19.02;SA
2024-09-29;103226;21.98;D
2024-09-30;125248;25.14;H
2024-10-01;122108;16.49;H
2024-10-02;122033;13.72;H
2024-10-03;122469;12.78;H
2024-10-04;121225;14.84;H
2024-10-05;109315;18.59;SA
2024-10-06;101754;17.58;D
2024-10-07;119729;18.53;H
2024-10-08;123241;16.6;H
2024-10-09;122867;15.26;H
2024-10-10;120861;18.05;H
2024-10-11;109088;22.12;F
2024-10-12;101869;18.45;F
2024-10-13;99822;19.27;D
2024-10-14;119130;18.68;H
2024-10-15;123724;21.63;H
2024-10-16;125679;20.82;H
2024-10-17;124815;20.85;H
2024-10-18;124235;20.43;H
2024-10-19;116096;23.1;SA
2024-10-20;112521;24.19;D
2024-10-21;154876;29.22;H
2024-10-22;149432;23.45;H
2024-10-23;131532;21.85;H
2024-10-24;125610;17.25;H
2024-10-25;121922;15.36;H
2024-10-26;109833;15.53;SA
2024-10-27;102482;20.28;D
2024-10-28;130054;23.58;H
2024-10-29;145088;25.71;H
2024-10-30;150205;25.47;H
2024-10-31;149792;25.42;H
2024-11-01;160335;27.23;H
2024-11-02;128755;23.74;SA
2024-11-03;107278;19;D
2024-11-04;125316;20.47;H
2024-11-05;126021;18.31;H
2024-11-06;129435;20.2;H
2024-11-07;128754;18.85;H
2024-11-08;127244;19.26;H
2024-11-09;122552;23.03;SA
2024-11-10;119640;23.28;D
2024-11-11;121607;15.92;H
2024-11-12;123358;16.66;H
2024-11-13;128531;20.44;H
2024-11-14;140139;23.79;H
2024-11-15;154030;26.05;H
2024-11-16;154623;28.98;SA
2024-11-17;111218;16.38;D
2024-11-18;105972;17.05;F
2024-11-19;120204;18.33;H
2024-11-20;129680;21.29;H
2024-11-21;133489;21.49;H
2024-11-22;137226;22.6;H
2024-11-23;128127;23.66;SA
2024-11-24;133973;27;D
2024-11-25;154871;26.85;H
2024-11-26;150976;25.92;H
2024-11-27;141820;23.9;H
2024-11-28;143682;24.15;H
2024-11-29;141038;23.08;H
2024-11-30;124782;21.18;SA
2024-12-01;108237;20.05;D
2024-12-02;120083;16.44;H
2024-12-03;120748;15.31;H
2024-12-04;128105;19.62;H
2024-12-05;146349;24.4;H
2024-12-06;143071;23.28;H
2024-12-07;110967;14.68;SA
2024-12-08;100295;15.69;F
2024-12-09;122420;18.84;H
2024-12-10;139671;23.27;H
2024-12-11;153485;24.77;H
2024-12-12;167429;27.13;H
2024-12-13;156166;25.06;H
2024-12-14;132153;23.21;SA
2024-12-15;115273;21.71;D
2024-12-16;133619;20.55;H
2024-12-17;145350;23.72;H
2024-12-18;153307;24.96;H
2024-12-19;155048;25.45;H
2024-12-20;152238;25.57;H
2024-12-21;116376;17.62;SA
2024-12-22;112209;20.69;D
2024-12-23;140687;24.26;H
2024-12-24;120026;21.67;H
2024-12-25;92291;17.53;F
2024-12-26;117185;20.68;H
2024-12-27;129177;22.88;H
2024-12-28;124611;22.88;SA
2024-12-29;116029;22.66;D
2024-12-30;136627;24.45;H
2024-12-31;136244;26.06;H
2025-01-01;134397;28.97;F
2025-01-02;148373;25.7;H
2025-01-03;135141;22.03;H
2025-01-04;121447;21.13;SA
2025-01-05;115525;22.31;D
2025-01-06;133816;22.4;H
2025-01-07;145155;25.05;H
2025-01-08;153589;26.04;H
2025-01-09;159571;26.24;H
2025-01-10;161716;26.98;H
2025-01-11;143792;25.81;SA
2025-01-12;136860;26.43;D
2025-01-13;165945;27.28;H
2025-01-14;175509;28.3;H
2025-01-15;185430;29.7;H
2025-01-16;198038;31.46;H
2025-01-17;189041;29.15;H
2025-01-18;154115;27.13;SA
2025-01-19;126101;24.88;D
2025-01-20;133374;22.95;H
2025-01-21;148092;25.89;H
2025-01-22;179252;30.71;H
2025-01-23;198984;31.67;H
2025-01-24;188388;30.5;H
2025-01-25;157796;26.51;SA
2025-01-26;148935;26.75;D
2025-01-27;172761;27.08;H
2025-01-28;175738;28.85;H
2025-01-29;175204;27.53;H
2025-01-30;177161;27.6;H
2025-01-31;173835;27.3;H
2025-02-01;166255;28.98;SA
2025-02-02;168671;30.77;D
2025-02-03;210466;33.21;H
2025-02-04;188976;28.91;H
2025-02-05;156861;25.93;H
2025-02-06;154205;25.91;H
2025-02-07;170453;28.18;H
2025-02-08;170349;29.99;SA
2025-02-09;144970;25.19;D
2025-02-10;197804;32.67;H
2025-02-11;159329;25.24;H
2025-02-12;143840;24.25;H
2025-02-13;148589;25.27;H
2025-02-14;144338;23.83;H
2025-02-15;132508;26.26;SA
2025-02-16;136768;28.16;D
2025-02-17;157381;26.41;H
2025-02-18;126136;16.53;H
2025-02-19;138170;23.09;H
2025-02-20;168059;28.72;H
2025-02-21;201948;32.73;H
2025-02-22;169279;29.29;SA
2025-02-23;164094;30.23;D
2025-02-24;163522;27.7;H
2025-02-25;156061;28.49;H
2025-02-26;154835;26.05;H
2025-02-27;156353;27.6;H
2025-02-28;165598;29.71;H
2025-03-01;142126;28.26;SA
2025-03-02;123767;25.89;D
2025-03-03;119565;27.1;F
2025-03-04;128019;27.38;F
2025-03-05;187506;34.42;H
2025-03-06;219323;35.78;H
2025-03-07;222216;34.07;H
2025-03-08;127855;20.73;SA
2025-03-09;102983;16.27;D
2025-03-10;121298;19.15;H
2025-03-11;123113;18.68;H
2025-03-12;120760;16.89;H
2025-03-13;120339;16.07;H
2025-03-14;120848;18.4;H
2025-03-15;111563;20.35;SA
2025-03-16;105719;22.9;D
2025-03-17;132448;25.04;H
2025-03-18;147562;26.63;H
2025-03-19;160828;28.15;H
2025-03-20;168459;28.14;H
2025-03-21;173587;28.78;H
2025-03-22;146256;27.45;SA
2025-03-23;114214;22.22;D
2025-03-24;112903;22.5;F
2025-03-25;126475;20.33;H
2025-03-26;131957;22.87;H
2025-03-27;147850;27.16;H
2025-03-28;142593;25.52;H
2025-03-29;123366;22.95;SA
2025-03-30;123858;24.78;D
2025-03-31;120959;16.16;H
2025-04-01;120481;15.55;H
2025-04-02;110220;19.89;F
2025-04-03;120412;15.02;H
2025-04-04;126847;9.26;H
2025-04-05;118145;13.43;SA
2025-04-06;107720;17.43;D
2025-04-07;124271;17.04;H
2025-04-08;127363;18.87;H
2025-04-09;124871;20.14;H
2025-04-10;121487;21.2;H
2025-04-11;125916;23.36;H
2025-04-12;113957;21.63;SA
2025-04-13;103429;16.79;D
2025-04-14;121731;16.57;H
2025-04-15;125378;18.44;H
2025-04-16;124994;17.35;H
2025-04-17;121703;16.96;SA
2025-04-18;109505;16.68;F
2025-04-19;111901;13.37;SA
2025-04-20;109466;13.23;D
2025-04-21;126493;16.13;H
2025-04-22;125621;19.92;H
2025-04-23;125637;22.41;H
2025-04-24;124693;20.45;H
2025-04-25;126104;22.93;H
2025-04-26;112232;16.48;SA
2025-04-27;109188;13.83;D
2025-04-28;126394;14.73;H
2025-04-29;129786;15.1;H
2025-04-30;126943;17.99;H
2025-05-01;107187;17.79;F
2025-05-02;116789;19.61;SA
2025-05-03;110891;18.98;SA
2025-05-04;105285;22.7;D
2025-05-05;124632;18.4;H
2025-05-06;127014;22.54;H
2025-05-07;126563;21.62;H
2025-05-08;127804;20.32;H
2025-05-09;125742;17.86;H
2025-05-10;114840;16.5;SA
2025-05-11;109537;14.86;D
2025-05-12;127099;15.43;H
2025-05-13;129831;17.83;H
2025-05-14;128029;21.41;H
2025-05-15;128439;23.42;H
2025-05-16;129817;21.69;H
2025-05-17;120852;18.7;SA
2025-05-18;115065;12.72;D
2025-05-19;148564;10.33;H
2025-05-20;159966;10.07;H
2025-05-21;159666;10.24;H
2025-05-22;161161;10.03;H
2025-05-23;158806;11.83;H
2025-05-24;135434;14.86;SA
2025-05-25;124885;15.69;F
2025-05-26;138980;18.6;H
2025-05-27;155749;13.03;H
2025-05-28;174935;7.03;H
2025-05-29;181289;6.59;H
2025-05-30;181197;7.82;H
2025-05-31;159168;10.09;SA
2025-06-01;154077;8.69;D
2025-06-02;169404;10.8;H
2025-06-03;168748;11.73;H
2025-06-04;163043;13.72;H
2025-06-05;165924;9.94;H
2025-06-06;167226;9.93;H
2025-06-07;154970;11.06;SA
2025-06-08;152677;9.69;D
2025-06-09;177077;7.95;H
2025-06-10;179910;8.9;H
2025-06-11;177517;10.82;H
2025-06-12;174838;9.99;H
2025-06-13;175334;11.36;H
2025-06-14;169516;10.02;SA
2025-06-15;160546;7.43;D
2025-06-16;170966;9.17;F
2025-06-17;182640;10.13;H
2025-06-18;188459;8.13;H
2025-06-19;181191;9.3;H
2025-06-20;163227;9.65;F
2025-06-21;161759;10.22;SA
2025-06-22;161272;9.03;D
2025-06-23;209759;1.51;H
2025-06-24;207450;4.6;H
2025-06-25;198380;6.84;H
2025-06-26;198757;5.82;H
2025-06-27;195681;6.37;H
2025-06-28;181200;6.25;SA
2025-06-29;185610;2.56;D
2025-06-30;221849;0.16;H
2025-07-01;227836;0.64;H
2025-07-02;224798;1.7;H
2025-07-03;215322;6.16;H
2025-07-04;196749;9.11;H
2025-07-05;172868;10.04;SA
2025-07-06;161795;10.34;D
2025-07-07;168590;13.4;H
2025-07-08;169902;11.73;H
2025-07-09;151625;12.38;F
2025-07-10;165684;11.63;H
2025-07-11;162503;12.98;H
2025-07-12;147476;12.31;SA
2025-07-13;139238;13;D
2025-07-14;165064;11.76;H
2025-07-15;153957;16.19;H
2025-07-16;164824;12.27;H
2025-07-17;190126;5.88;H
2025-07-18;182969;8.18;H
2025-07-19;159948;10.21;SA
2025-07-20;139816;13.18;D
2025-07-21;148515;15.11;H
2025-07-22;165347;9.57;H
2025-07-23;183422;6.01;H
2025-07-24;177943;9.34;H
2025-07-25;173585;11.82;H
2025-07-26;166501;6.58;SA
2025-07-27;166466;7.17;D
2025-07-28;174815;9.21;H
2025-07-29;175137;8.9;H
2025-07-30;164916;10.27;H
2025-07-31;157161;12.98;H
2025-08-01;150238;15.55;H
2025-08-02;131589;14.64;SA
2025-08-03;129474;11.14;D
2025-08-04;157729;9.3;H
2025-08-05;174397;7.35;H
2025-08-06;170055;10.6;H
2025-08-07;179202;7.5;H
2025-08-08;177334;6.79;H
2025-08-09;162100;7.78;SA
2025-08-10;147687;9.39;D
2025-08-11;159046;11.78;H
2025-08-12;151895;13.54;H
2025-08-13;160421;8.81;H
2025-08-14;173462;6.3;H
2025-08-15;180902;5.63;SA
2025-08-16;170824;8.69;SA
2025-08-17;149031;12.08;F
2025-08-18;161014;13.62;H
2025-08-19;168408;13.36;H
2025-08-20;163065;12.85;H
2025-08-21;152296;13.64;H
2025-08-22;147798;13.66;H
2025-08-23;145995;8.68;SA
2025-08-24;142728;8.7;D
2025-08-25;148892;12.49;H
2025-08-26;143237;13.03;H
2025-08-27;137759;15.02;H
2025-08-28;132895;15.76;H
2025-08-29;129216;17.47;H
2025-08-30;115422;18.43;SA
2025-08-31;115291;17.18;D
2025-09-01;145010;12.7;H
2025-09-02;165346;10.53;H
2025-09-03;157091;12.22;H
2025-09-04;170500;5.26;H
2025-09-05;172179;6.15;H
2025-09-06;154711;7.36;SA
2025-09-07;140659;9.62;D
2025-09-08;149880;13.9;H
2025-09-09;141542;14.58;H
2025-09-10;133034;16.54;H
2025-09-11;129965;15.57;H
2025-09-12;127856;14.36;H
2025-09-13;117408;14.09;SA
2025-09-14;106305;18.09;D
2025-09-15;124390;16.85;H
2025-09-16;127694;15.94;H
2025-09-17;126363;19.26;H
2025-09-18;125625;20.31;H
2025-09-19;128207;18.87;H
2025-09-20;119096;16.2;SA
2025-09-21;117482;12.36;D
2025-09-22;132933;13.19;H
2025-09-23;132570;13.15;H
2025-09-24;136681;10.64;H
2025-09-25;139237;11.27;H
2025-09-26;131233;14.18;H
2025-09-27;122621;14.45;SA
2025-09-28;112937;15.62;D
2025-09-29;124397;17.27;H
2025-09-30;124796;18.93;H
2025-10-01;124114;16.93;H
2025-10-02;124634;18.88;H
2025-10-03;126491;21.71;H
2025-10-04;122042;25.56;SA
2025-10-05;109903;18.91;D
2025-10-06;126522;10.95;H
2025-10-07;129206;14.8;H
2025-10-08;125670;18.23;H
2025-10-09;124144;18.97;H
2025-10-10;113458;21.3;F
2025-10-11;113827;23.32;SA
2025-10-12;104991;15.49;D
2025-10-13;122300;17.03;H
2025-10-14;125678;19.72;H
2025-10-15;128737;20.85;H
2025-10-16;133504;23.32;H
2025-10-17;126597;19.99;H
2025-10-18;111873;15.24;SA
2025-10-19;101831;14.44;D
2025-10-20;120102;16.33;H
2025-10-21;127631;20.44;H
2025-10-22;128731;22.03;H
2025-10-23;139549;24.91;H
2025-10-24;131857;22.22;H
2025-10-25;113710;15.49;SA
2025-10-26;104999;15.84;D
2025-10-27;128583;9.4;H
2025-10-28;137130;8.63;H
2025-10-29;136551;11.63;H
2025-10-30;128810;14.76;H
2025-10-31;124255;17.88;H
2025-11-01;115517;22.23;SA
2025-11-02;108245;21.69;D
2025-11-03;130333;23.43;H
2025-11-04;127751;20.14;H
2025-11-05;123209;15.03;H
2025-11-06;123431;13.32;H
2025-11-07;127033;14.33;H
2025-11-08;114763;16.28;SA
2025-11-09;104905;19.45;D
2025-11-10;124245;21.08;H
2025-11-11;131057;21.35;H
2025-11-12;126645;20.27;H
2025-11-13;132214;21.05;H
2025-11-14;141567;24.1;H
2025-11-15;142072;26.31;SA
2025-11-16;114278;18.8;D
2025-11-17;120856;15.88;H
2025-11-18;129751;20.68;H
2025-11-19;128186;18.42;H
2025-11-20;126919;18.72;H
2025-11-21;120252;15.29;SA
2025-11-22;110515;14.73;SA
2025-11-23;100987;17.92;D
2025-11-24;107455;19.8;F
2025-11-25;134373;24.34;H
2025-11-26;153271;26.22;H
2025-11-27;162548;27.55;H
2025-11-28;154290;24.21;H
2025-11-29;115712;16.98;SA
2025-11-30;106506;18.22;D
2025-12-01;124576;21.54;H
2025-12-02;134660;22.83;H
2025-12-03;154500;27.68;H
2025-12-04;176498;29.18;H
2025-12-05;187707;30.19;H
2025-12-06;171276;29.3;SA
2025-12-07;126150;21.54;D
2025-12-08;121432;21.92;F
2025-12-09;139160;24.29;H
2025-12-10;152337;25.74;H
2025-12-11;161670;27.04;H
2025-12-12;171130;27.25;H
2025-12-13;164507;27.1;SA
2025-12-14;126278;22.45;D
2025-12-15;134791;20.98;H
2025-12-16;132734;18.68;H
2025-12-17;145162;22.29;H
2025-12-18;173208;27.35;H
2025-12-19;176136;26.52;H
2025-12-20;149820;26.29;SA
2025-12-21;146549;27.95;D
2025-12-22;173684;28.57;H
2025-12-23;178964;28.55;H
2025-12-24;176192;31.5;H
2025-12-25;136418;24.99;F
2025-12-26;174079;28.98;H
2025-12-27;180004;31.22;SA
2025-12-28;164026;28.18;D
2025-12-29;196158;30.55;H
2025-12-30;206964;32.1;H
2025-12-31;197792;34.47;H
2026-01-01;143584;25.22;F
2026-01-02;144594;22.69;H
2026-01-03;112341;15.94;SA
2026-01-04;102870;17.81;D
2026-01-05;130250;21.91;H
2026-01-06;151277;25.67;H
2026-01-07;148009;23.78;H
2026-01-08;122649;17.5;H
2026-01-09;125256;21.54;H
2026-01-10;111055;20.75;SA
2026-01-11;116660;24.64;D
2026-01-12;171938;30.2;H
2026-01-13;186916;30.04;H
2026-01-14;194735;30.83;H
2026-01-15;189620;30.22;H
2026-01-16;158528;24.59;H
2026-01-17;160784;28.14;SA
2026-01-18;128861;21.21;D
2026-01-19;127478;18.1;H
2026-01-20;136346;22.04;H
2026-01-21;148820;24.29;H
2026-01-22;157982;24.64;H
2026-01-23;172455;27.53;H
2026-01-24;163004;28.51;SA
2026-01-25;161740;29.46;D
2026-01-26;195273;31.33;H
2026-01-27;188861;29.6;H
2026-01-28;175495;26.86;H
2026-01-29;174871;26.78;H
2026-01-30;173162;27.42;H
2026-01-31;151333;26.12;SA
2026-02-01;146660;27.13;D
2026-02-02;186089;29.39;H
2026-02-03;197708;31.32;H
2026-02-04;158071;25.48;H
2026-02-05;157171;27.93;H
2026-02-06;145592;22.53;H
2026-02-07;139616;24.84;SA
2026-02-08;144226;26.52;D
2026-02-09;171602;27.59;H
2026-02-10;186424;29.19;H
2026-02-11;178411;26.58;H
2026-02-12;160979;24.46;H
2026-02-13;145582;21.33;H
2026-02-14;127440;22.4;SA
2026-02-15;122320;25.67;D
2026-02-16;129857;26.54;F
2026-02-17;136147;26.45;F
2026-02-18;170321;28.42;H
2026-02-19;156752;27.18;H
2026-02-20;147610;22.75;H
